AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,input,naturalLanguageDescription,label,numLabel
0.2399227768,0.4233928025,0.4610724449,0.3736652732,0.1046892926,0.0,0.1967553049,0.2240853459,0.4642753005,0.0968436524,0.4225721061,0.3235172331,0.6153948307,0.0,0.4258666039,0.5870317817,0.0082082106,0.0641654879,0.702263236,0.0256459825,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310063\3100631008\3100631008.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6153948307; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5870317817; Lip Suck, using the muscles: Orbicularis Oris, with a value of 0.702263236; ",engaged,1
0.2374569625,0.3956100047,0.3894858062,0.5564815998,0.1623371243,0.0,0.4762857854,0.2200025618,0.4689329863,0.3504421413,0.3348871768,0.3203900754,0.6197663546,0.0,0.5511090755,0.5603220463,0.2588742971,0.212327674,0.1160295755,0.032152921,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110005\1100051041\1100051041.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6197663546; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5511090755; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5603220463; ",engaged,1
0.2929319441,0.5124764442,0.3722929657,0.3648538291,0.0975588858,1.0,0.1656778306,0.0059876535,0.4627284706,0.0477714874,0.2040686458,0.5286858082,0.4876593649,0.0,0.4266240597,0.5426272154,0.0067254701,0.0289164837,0.2411779761,0.0302349646,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110007\1100071018\1100071018.avi,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5286858082; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5426272154; ",engaged,1
0.2733618617,0.5101772547,0.7577018142,0.3173713684,0.2322272658,1.0,0.3603929877,0.7799136639,0.4970569909,0.2700677812,0.5538083911,0.2747879624,0.5461508036,0.0,0.4801341295,0.5576473475,0.0588249154,0.1414692551,0.1166994199,0.4356840849,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\510038\5100382011\5100382011.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.7799136639; Dimpler, using the muscles: Buccinator, with a value of 0.5538083911; Chin Raiser, using the muscles: Mentalis, with a value of 0.5461508036; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5576473475; ",engaged,1
0.2401281744,0.4494078755,0.640003264,0.3297711015,0.1158915684,0.0,0.4225973487,0.025865024,0.4670065641,0.1995359957,0.2708173692,0.2127416432,0.556884408,0.0,0.3991423845,0.4437662661,0.1203895062,0.1023587584,0.1680263877,0.026803745,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\826412\8264120245\8264120245.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.556884408; ",bored,3
0.4181195199,0.4404709041,0.2912985384,0.6358109713,0.1853623837,0.0,0.2240060717,0.2614824474,0.467853725,0.302290231,0.3871895969,0.2076976895,0.6154073477,1.0,0.4933617413,0.5705605149,0.162261501,0.2588169873,0.1612873226,0.0228062067,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\400023\4000232051\4000232051.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6154073477; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5705605149; ",engaged,1
0.2327932268,0.4686915576,0.5039103627,0.4280890226,0.1797464639,0.0,0.5062409639,0.2180897146,0.4768693149,0.1889855266,0.639654696,0.385881871,0.3782037199,1.0,0.457464844,0.5972497463,0.2313491255,0.2269895375,0.2275884002,0.2237304598,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\500095\5000952077\5000952077.avi,"Dimpler, using the muscles: Buccinator, with a value of 0.639654696; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5972497463; ",engaged,1
0.3231980801,0.421794802,0.3458286524,0.6087656617,0.3344134688,0.0,0.3591262698,0.3722493351,0.5021076798,0.4934954941,0.5689335465,0.2644078732,0.541215241,0.0,0.3869772553,0.5613973737,0.0684400201,0.3654494286,0.0638586655,0.0317605063,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\400023\4000231033\4000231033.avi,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5021076798; Dimpler, using the muscles: Buccinator, with a value of 0.5689335465; Chin Raiser, using the muscles: Mentalis, with a value of 0.541215241; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5613973737; ",engaged,1
0.4630448818,0.4452023208,0.6503372788,0.7231385708,0.1300927699,0.0,0.1820395142,0.3916099668,0.4627943635,0.1123812795,0.576982677,0.0675283149,0.5304648876,1.0,0.3245022297,0.5683079362,0.1822549701,0.2589559555,0.0165439658,0.0276360884,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110005\1100051031\1100051031.avi,"Dimpler, using the muscles: Buccinator, with a value of 0.576982677; Chin Raiser, using the muscles: Mentalis, with a value of 0.5304648876; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5683079362; ",bored,3
0.2147914916,0.5175040364,0.3840031028,0.3861804605,0.1390566975,1.0,0.226425156,0.5664473772,0.4662469029,0.0672724396,0.1699437946,0.0879893675,0.4891300499,0.0,0.2636009753,0.445186764,0.225887388,0.1373241246,0.2017498314,0.0206182487,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210059\2100591003\2100591003.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5664473772; ",engaged,1
0.1921041012,0.484742403,0.3460271657,0.3693276942,0.1774368435,0.0,0.3275214434,0.0986883268,0.471249789,0.1456930786,0.5001789927,0.0871231258,0.6671962738,0.0,0.2533994019,0.5657294989,0.0011201293,0.0893186256,0.0326576829,0.0842885301,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210057\2100571064\2100571064.avi,"Dimpler, using the muscles: Buccinator, with a value of 0.5001789927; Chin Raiser, using the muscles: Mentalis, with a value of 0.6671962738; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5657294989; ",engaged,1
0.3852747083,0.4556187987,0.2375543416,0.4230310321,0.2856373489,1.0,0.3646246195,0.5086092949,0.4677644074,0.3913341463,0.3746668398,0.3181372881,0.6224044561,0.0,0.4555032551,0.4995831251,0.1930275261,0.2354532033,0.1027895585,0.0302214995,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\200050\2000501057\2000501057.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5086092949; Chin Raiser, using the muscles: Mentalis, with a value of 0.6224044561; ",bored,3
0.2042036206,0.4696545005,0.4099115133,0.2825013101,0.8343718648,1.0,0.5307150483,0.9036216736,0.4880613983,0.8339744806,0.5395826697,0.1766227037,0.4038318992,0.0,0.08029975,0.5842910409,0.1772303581,0.1873081625,0.0102406731,0.3043063581,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\400030\4000301058\4000301058.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.9036216736; Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.8339744806; Dimpler, using the muscles: Buccinator, with a value of 0.5395826697; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5842910409; ",bored,3
0.2234609127,0.4479983449,0.5818345547,0.4096112549,0.1460274309,1.0,0.1936099827,0.5791707635,0.4687483609,0.0939704031,0.3204509914,0.2471997291,0.5456925035,0.0,0.4932009876,0.4480574131,0.048152864,0.0850137472,0.1879097223,0.0328452699,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\400018\4000181057\4000181057.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5791707635; Chin Raiser, using the muscles: Mentalis, with a value of 0.5456925035; ",bored,3
0.3377061784,0.4802472889,0.544095993,0.3958504498,0.1506813467,1.0,0.2866286337,0.3568242192,0.4760731459,0.5581206679,0.2187312096,0.4440552294,0.6191897392,1.0,0.5796224475,0.5704045892,0.5553129315,0.2904959023,0.3832040429,0.0361891165,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\882654\88265402490\88265402490.mp4,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.5581206679; Chin Raiser, using the muscles: Mentalis, with a value of 0.6191897392; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5796224475; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5704045892; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.5553129315; ",engaged,1
0.3265558183,0.4393753111,0.5055885911,0.6726540327,0.3134398758,0.0,0.285545826,0.8795970678,0.4879116118,0.3486737311,0.3993723392,0.0627241805,0.542876482,0.0,0.2231252044,0.4963254631,0.1570082158,0.1302478164,0.050231386,0.0659371167,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\200054\2000542035\2000542035.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.8795970678; Chin Raiser, using the muscles: Mentalis, with a value of 0.542876482; ",engaged,1
0.2334302664,0.4650807679,0.4259071648,0.6018460393,0.1316551268,1.0,0.1655223668,0.059534695,0.4666978419,0.1544597447,0.2767473757,0.2835087478,0.6106266379,0.0,0.3885461986,0.5622578859,0.0097846342,0.2922925055,0.3168499768,0.0153978309,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\459999\4599990223\4599990223.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6106266379; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5622578859; ",engaged,1
0.2863353193,0.4209219813,0.4876539707,0.405467391,0.1606294513,0.0,0.4003260732,0.579366982,0.4967718124,0.2693582475,0.3931064606,0.2520066798,0.5784192085,0.0,0.5290014148,0.4546312094,0.5153129697,0.1544305682,0.0604736507,0.0584201291,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210059\2100592047\2100592047.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.579366982; Chin Raiser, using the muscles: Mentalis, with a value of 0.5784192085; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5290014148; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.5153129697; ",engaged,1
0.2594383955,0.4644168913,0.3087077439,0.4259652197,0.1297395974,1.0,0.1739123464,0.3329982758,0.462711364,0.0612706169,0.4254535139,0.2333214581,0.513630867,0.0,0.3828278184,0.556633234,0.0020065333,0.1554269642,0.1808361113,0.0327921435,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110007\1100072077\1100072077.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.513630867; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.556633234; ",engaged,1
0.2126078606,0.3810325265,0.2448257655,0.3720164597,0.2262359858,0.0,0.3067774475,0.4131544232,0.4941435158,0.3907986283,0.6085330844,0.2687546015,0.5347036719,1.0,0.380684793,0.5576473475,0.0321596265,0.105263181,0.0482240431,0.0203823261,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\510038\5100382050\5100382050.avi,"Dimpler, using the muscles: Buccinator, with a value of 0.6085330844; Chin Raiser, using the muscles: Mentalis, with a value of 0.5347036719; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5576473475; ",engaged,1
0.3076350987,0.4593435526,0.2643955648,0.3430558145,0.1593790054,0.0,0.4304795563,0.729770422,0.4947521687,0.1893353313,0.2868752182,0.1941219121,0.6371477246,0.0,0.3925980628,0.5679969788,0.0302647594,0.1256506294,0.2894356549,0.0815308914,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\826382\8263820141\8263820141.mp4,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.729770422; Chin Raiser, using the muscles: Mentalis, with a value of 0.6371477246; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5679969788; ",engaged,1
0.3111236393,0.523807466,0.329374671,0.3259826601,0.27799353,0.0,0.2671386898,0.3222581744,0.4684480429,0.1703302413,0.5588517785,0.4870548546,0.5215345621,0.0,0.4744036794,0.4480574131,0.0048203319,0.4629528821,0.122717604,0.0323885232,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310074\3100742050\3100742050.avi,"Dimpler, using the muscles: Buccinator, with a value of 0.5588517785; Chin Raiser, using the muscles: Mentalis, with a value of 0.5215345621; ",engaged,1
0.2729372978,0.5036289692,0.5838494301,0.2364967763,0.1050894782,0.0,0.3282229006,0.0092886537,0.4996137023,0.053941492,0.2496851534,0.249117285,0.530039072,0.0,0.3627617955,0.4492809474,0.0033018496,0.0942077413,0.1495577544,0.7913371325,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\522129\5221290140\5221290140.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.530039072; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.7913371325; ",engaged,1
0.2999116778,0.4494424462,0.3238541782,0.3817471862,0.1806077212,0.0,0.4848735929,0.8382555842,0.4725808203,0.215510428,0.4237232208,0.1742818207,0.5730503201,0.0,0.3869674802,0.5648022294,0.4349716008,0.1588726193,0.0279736072,0.0447355993,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210058\2100581040\2100581040.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.8382555842; Chin Raiser, using the muscles: Mentalis, with a value of 0.5730503201; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5648022294; ",engaged,1
0.4866817296,0.5302564502,0.3452916741,0.4309524298,0.5461461544,0.0,0.3944791555,0.1401057094,0.4991229773,0.6728575826,0.5179799199,0.1743883342,0.4959747791,0.0,0.2166893035,0.5649856329,0.0998961255,0.1427106261,0.0076803756,0.0436716974,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\510045\5100451012\5100451012.avi,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.6728575826; Dimpler, using the muscles: Buccinator, with a value of 0.5179799199; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5649856329; ",engaged,1
0.4411728978,0.5366178155,0.2071654052,0.3807504177,0.4900923669,0.0,0.4542905688,0.3023458123,0.4944792986,0.675001502,0.645382762,0.3925640881,0.6508641839,0.0,0.3183707595,0.5811107755,0.0783343613,0.26700598,0.0141431959,0.0456858538,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\200049\2000491062\2000491062.avi,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.675001502; Dimpler, using the muscles: Buccinator, with a value of 0.645382762; Chin Raiser, using the muscles: Mentalis, with a value of 0.6508641839; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5811107755; ",engaged,1
0.5417633057,0.5260733366,0.2939452529,0.4008390903,0.6638045311,0.0,0.3449501991,0.0363292918,0.4971934557,0.7584781051,0.7491614223,0.4779734612,0.5868861675,1.0,0.4011647403,0.5562281013,0.2126284242,0.0568022504,0.0231918618,0.1316464543,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\411031\4110312007\4110312007.avi,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.7584781051; Dimpler, using the muscles: Buccinator, with a value of 0.7491614223; Chin Raiser, using the muscles: Mentalis, with a value of 0.5868861675; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5562281013; ",bored,3
0.3518705964,0.4819835722,0.2618531585,0.3623363972,0.144037202,0.0,0.3819565773,0.750171423,0.4630751014,0.2076040804,0.3649856448,0.7100967169,0.5808602571,0.0,0.4758735299,0.46587798,0.0013425862,0.0980216935,0.1843333244,0.7344449162,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\181374\1813740227\1813740227.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.750171423; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.7100967169; Chin Raiser, using the muscles: Mentalis, with a value of 0.5808602571; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.7344449162; ",engaged,1
0.1713475287,0.4890936613,0.5801391006,0.4084608853,0.148895517,0.0,0.3231052458,0.0998331383,0.4853418767,0.0824368075,0.3875721395,0.1570636332,0.5363336802,0.0,0.4520491958,0.4811071754,0.0023915034,0.0899818689,0.1312063038,0.1925168633,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210061\2100611006\2100611006.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5363336802; ",engaged,1
0.4611335695,0.4570287466,0.305819124,0.4231849909,0.596290946,0.0,0.3920389414,0.048324205,0.4982232153,0.7161816955,0.6255748272,0.2323409319,0.6306909919,0.0,0.2464066893,0.5603850484,0.0072574541,0.1381467581,0.0786632225,0.0147076203,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110011\1100112060\1100112060.avi,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.7161816955; Dimpler, using the muscles: Buccinator, with a value of 0.6255748272; Chin Raiser, using the muscles: Mentalis, with a value of 0.6306909919; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5603850484; ",engaged,1
0.2790657282,0.5343743563,0.6323987842,0.4212976694,0.1918751895,1.0,0.2511011362,0.3770763278,0.5085029602,0.1492419094,0.4968236387,0.4002308846,0.5561862588,0.0,0.361459136,0.559933424,0.0358240195,0.1361945868,0.2691784203,0.0268172566,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210058\2100581073\2100581073.avi,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5085029602; Chin Raiser, using the muscles: Mentalis, with a value of 0.5561862588; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.559933424; ",engaged,1
