act_au01_89-1,['528_1'-1]
act_au12_129-4,['1135_1'-1,'1132_1'-1,'932_1'-1]
act_au20_115-5,['3353_1'-1,'1246_1'-1]
act_au12_130-4,['1088_1'-1,'910_1'-1,'19_1'-1]
act_au11_74-4,['6079_1'-1,'1440_1'-1]
act_au20_116-5,['5552_1'-1,'2612_1'-1,'1245_1'-1]
act_au12_131-4,['3532_1'-1,'908_1'-1,'18_1'-1]
act_au11_75-4,['886_1'-1]
act_au20_117-5,['1885_1'-1]
act_au12_132-4,['4504_1'-1,'907_1'-1]
act_au11_76-4,['886_1'-1,'1931_1'-1]
act_au20_118-5,['3357_1'-1]
act_au12_133-4,['4503_1'-1]
act_au20_119-5,['3378_1'-1]
act_au12_134-4,['4502_1'-1]
act_au09_80-2,['6086_1'-1,'3403_1'-1]
act_au20_120-5,['3357_1'-1,'1408_1'-1]
act_au11_77-4,['1928_1'-1]
act_au12_135-4,['6084_1'-1,'24_1'-1]
act_au09_81-2,['6074_1'-1,'3401_1'-1]
act_au20_121-5,['5543_1'-1,'3347_1'-1,'1407_1'-1]
act_au12_136-4,['11_1'-1]
act_au09_82-2,['6072_1'-1,'3399_1'-1]
act_au11_78-4,['6072_1'-1,'1961_1'-1,'1926_1'-1]
act_au20_122-5,['1901_1'-1,'1406_1'-1]
act_au12_137-4,['4499_1'-1,'936_1'-1,'9_1'-1]
act_au11_79-4,['6071_1'-1,'3343_1'-1,'1035_1'-1,'1435_1'-1]
act_au09_83-2,['3397_1'-1]
act_au12_138-4,['900_1'-1,'7_1'-1]
act_au20_123-5,['226_1'-1,'5760_1'-1,'3345_1'-1]
act_au12_139-4,['6068_1'-1,'4_1'-1]
act_au09_84-2,['3395_1'-1]
act_au11_80-4,['1043_1'-1,'3342_1'-1,'1447_1'-1]
act_au20_124-4,['1885_1'-1,'1239_1'-1]
act_au12_140-3,[]
act_au09_85-2,['3392_1'-1]
act_au20_125-4,['3343_1'-1,'1402_1'-1,'1238_1'-1]
act_au12_141-3,['932_1'-1]
act_au11_81-4,['391_1'-1,'1431_1'-1]
act_au14_146-2,['2331_1'-1]
act_au20_126-4,['3342_1'-1,'1401_1'-1]
act_au12_142-3,['939_1'-1]
act_au09_86-2,['6065_1'-1,'3390_1'-1]
act_au11_82-4,['6065_1'-1,'1917_1'-1]
act_au14_147-2,['3314_1'-1]
act_au12_143-3,['4492_1'-1,'939_1'-1]
act_au20_127-4,['226_1'-1,'1901_1'-1]
act_au09_87-2,['3387_1'-1]
act_au14_148-2,['3311_1'-1]
act_au12_144-3,['907_1'-1]
act_au20_128-4,['226_1'-1,'3361_1'-1]
act_au14_149-2,['3307_1'-1]
act_au09_88-2,['6062_1'-1]
act_au11_83-4,['6062_1'-1]
act_au12_145-3,['6062_1'-1,'889_1'-1]
act_au20_129-4,['226_1'-1,'3335_1'-1]
act_au14_109-8,['3361_1'-1,'1869_1'-1,'939_1'-1,'52_1'-1]
act_au14_110-8,['6297_1'-1,'3359_1'-1,'1885_1'-1,'1408_1'-1,'936_1'-1]
act_au14_111-8,['6296_1'-1,'3361_1'-1,'1407_1'-1,'934_1'-1]
act_au14_112-8,['6294_1'-1,'1885_1'-1,'1404_1'-1,'932_1'-1]
act_au14_113-8,['6291_1'-1,'3357_1'-1,'2120_1'-1,'1402_1'-1,'930_1'-1]
act_au14_114-8,['6290_1'-1,'2161_1'-1,'1401_1'-1,'928_1'-1]
act_au12_97-7,['6289_1'-1]
act_au14_115-8,['6289_1'-1,'2162_1'-1,'1856_1'-1,'1398_1'-1,'1183_1'-1]
act_au12_98-7,['6288_1'-1,'4547_1'-1,'3329_1'-1,'1135_1'-1]
act_au14_116-8,['6288_1'-1,'2119_1'-1,'1853_1'-1,'1396_1'-1,'924_1'-1]
act_au10_106-5,['1961_1'-1,'1903_1'-1]
act_au12_99-7,['6294_1'-1,'4654_1'-1,'980_1'-1]
act_au14_117-8,['6294_1'-1,'1885_1'-1,'2118_1'-1,'1851_1'-1,'921_1'-1]
act_au10_107-5,['6286_1'-1,'760_1'-1]
act_au14_118-8,['6286_1'-1,'3357_1'-1,'2117_1'-1,'1394_1'-1,'81_1'-1]
act_au10_108-5,['6079_1'-1,'3532_1'-1,'3342_1'-1,'1908_1'-1]
act_au14_119-8,['6285_1'-1,'3378_1'-1,'1393_1'-1,'921_1'-1]
act_au10_109-5,['4504_1'-1,'3340_1'-1,'1913_1'-1]
act_au14_120-7,['6284_1'-1,'3357_1'-1,'1391_1'-1,'918_1'-1]
act_au10_110-5,['6283_1'-1,'4503_1'-1,'3338_1'-1,'1900_1'-1]
act_au12_100-7,['6283_1'-1,'4545_1'-1,'1895_1'-1,'977_1'-1]
act_au14_121-7,['6283_1'-1,'3347_1'-1,'1404_1'-1,'916_1'-1]
act_au10_111-5,['974_1'-1,'4502_1'-1,'3334_1'-1]
act_au12_101-7,['4544_1'-1,'3327_1'-1,'1894_1'-1]
act_au14_122-7,['272_1'-1,'1388_1'-1,'81_1'-1]
act_au10_112-5,['6086_1'-1,'211_1'-1]
act_au14_123-7,['6279_1'-1,'3345_1'-1,'2146_1'-1,'1387_1'-1,'932_1'-1]
act_au10_113-5,['6074_1'-1,'4499_1'-1,'2373_1'-1]
act_au12_102-7,['3326_1'-1,'1088_1'-1,'67_1'-1]
act_au14_124-7,['1193_1'-1,'1885_1'-1,'1386_1'-1,'910_1'-1]
act_au14_125-7,['740_1'-1,'3343_1'-1,'2149_1'-1,'908_1'-1]
act_au10_114-5,['6278_1'-1,'6072_1'-1,'4527_1'-1,'3331_1'-1]
act_au14_126-7,['3342_1'-1,'907_1'-1]
act_au10_115-5,['6276_1'-1,'6070_1'-1,'1112_1'-1]
act_au14_127-7,['81_1'-1]
act_au10_116-5,['2270_1'-1,'1043_1'-1,'1112_1'-1]
act_au14_128-6,['3361_1'-1,'81_1'-1]
act_au10_117-5,['6276_1'-1,'974_1'-1,'4494_1'-1]
act_au14_129-6,['675_1'-1,'1380_1'-1,'81_1'-1]
act_au10_118-5,['4492_1'-1]
act_au14_130-6,['6273_1'-1,'81_1'-1]
act_au10_119-5,['1123_1'-1,'4608_1'-1,'3326_1'-1]
act_au12_103-7,['6271_1'-1,'3325_1'-1,'1891_1'-1,'127_1'-1]
act_au14_131-6,['3378_1'-1,'936_1'-1]
act_au10_120-4,['4608_1'-1]
act_au14_132-6,['6270_1'-1,'900_1'-1]
act_au12_104-7,['223_1'-1,'1889_1'-1,'65_1'-1]
act_au14_133-6,['3361_1'-1,'1369_1'-1,'81_1'-1]
act_au10_121-4,['4318_1'-1]
act_au12_105-6,['965_1'-1]
act_au14_134-6,['1203_1'-1,'3329_1'-1,'1368_1'-1,'81_1'-1]
act_au10_122-4,['3322_1'-1,'1881_1'-1]
act_au14_135-6,['3372_1'-1,'932_1'-1]
act_au10_123-4,['3319_1'-1,'1878_1'-1]
act_au14_136-5,['3372_1'-1,'939_1'-1]
act_au10_124-4,['4484_1'-1,'3317_1'-1,'1875_1'-1]
act_au14_137-5,['3327_1'-1,'939_1'-1]
act_au10_125-3,['760_1'-1,'1873_1'-1]
act_au14_138-5,['3326_1'-1,'907_1'-1,'4_1'-1]
act_au10_126-3,['974_1'-1,'2331_1'-1,'1871_1'-1]
act_au14_139-4,['3325_1'-1,'889_1'-1]
act_au10_127-3,['3314_1'-1,'1870_1'-1]
act_au14_140-4,['6261_1'-1,'1885_1'-1,'1183_1'-1]
act_au10_128-3,['3311_1'-1]
act_au14_141-4,['1183_1'-1]
act_au10_129-3,[]
act_au12_106-6,['2096_1'-1,'6101_1'-1,'965_1'-1]
act_au14_142-4,['3319_1'-1,'900_1'-1]
act_au10_130-2,[]
act_au12_107-6,['6259_1'-1,'6100_1'-1,'3984_1'-1,'1881_1'-1,'58_1'-1]
act_au14_143-4,['3317_1'-1,'885_1'-1]
act_au10_131-2,[]
act_au14_144-3,['6258_1'-1]
act_au10_132-2,[]
act_au14_145-3,['3316_1'-1]
act_au28_4-13,['1421_1'-1,'4976_1'-1,'4813_1'-1,'3306_1'-1,'2805_1'-1,'2648_1'-1,'732_1'-1]
act_au28_5-9,['2803_1'-1,'1605_1'-1,'727_1'-1]
act_au28_6-8,['6450_1'-1,'5194_1'-1,'2637_1'-1,'2082_1'-1,'701_1'-1]
act_au04_103-8,['4182_1'-1,'3519_1'-1,'5800_1'-1,'2749_1'-1,'2233_1'-1,'757_1'-1]
act_au28_7-6,['6437_1'-1,'4803_1'-1,'2599_1'-1,'2077_1'-1,'688_1'-1]
act_au04_104-8,['5780_1'-1,'4526_1'-1,'356_1'-1,'2232_1'-1,'755_1'-1]
act_au04_105-8,['6434_1'-1,'5914_1'-1,'5799_1'-1,'4979_1'-1,'2747_1'-1,'2231_1'-1,'754_1'-1]
act_au28_3-14,['6497_1'-1,'5012_1'-1,'4816_1'-1,'3310_1'-1,'3238_1'-1,'2649_1'-1,'2499_1'-1,'2095_1'-1,'1758_1'-1,'1659_1'-1,'743_1'-1]
act_au23_76-9,['6685_1'-1,'5917_1'-1,'4972_1'-1,'2501_1'-1,'3882_1'-1,'2753_1'-1]
act_au23_77-9,['3881_1'-1,'3201_1'-1,'1670_1'-1,'1940_1'-1]
act_au23_78-9,['1587_1'-1,'5912_1'-1,'3880_1'-1,'2394_1'-1]
act_au23_79-8,['6681_1'-1,'4359_1'-1,'4968_1'-1,'2501_1'-1,'3879_1'-1,'3199_1'-1]
act_au23_80-8,['1735_1'-1,'4966_1'-1,'2519_1'-1,'3198_1'-1]
act_au23_81-8,['6679_1'-1,'5269_1'-1,'1684_1'-1,'3876_1'-1,'3230_1'-1,'1933_1'-1]
act_au23_82-8,['1587_1'-1,'2394_1'-1,'4307_1'-1,'4052_1'-1,'3923_1'-1,'3197_1'-1,'1930_1'-1]
act_au23_83-8,['6677_1'-1,'3818_1'-1,'3230_1'-1,'3196_1'-1,'1684_1'-1]
act_au20_53-10,['1901_1'-1,'5667_1'-1,'4977_1'-1,'4088_1'-1,'1899_1'-1,'1492_1'-1]
act_au23_84-8,['6675_1'-1,'5902_1'-1,'2410_1'-1,'4303_1'-1,'3873_1'-1,'3195_1'-1,'1926_1'-1]
act_au20_54-10,['6674_1'-1,'1904_1'-1,'5665_1'-1,'1899_1'-1,'1940_1'-1,'1490_1'-1]
act_au23_85-8,['5899_1'-1,'4961_1'-1,'2020_1'-1,'3194_1'-1,'1924_1'-1]
act_au20_55-10,['1904_1'-1,'5670_1'-1,'4085_1'-1,'3456_1'-1,'1938_1'-1,'1630_1'-1,'1563_1'-1,'1299_1'-1]
act_au23_86-7,['5897_1'-1,'3193_1'-1,'1922_1'-1]
act_au20_56-10,['1904_1'-1,'5662_1'-1,'4083_1'-1,'3453_1'-1,'2088_1'-1,'1655_1'-1,'1487_1'-1,'1298_1'-1]
act_au23_87-7,['5896_1'-1,'3192_1'-1,'1920_1'-1]
act_au20_57-10,['1901_1'-1,'5661_1'-1,'1733_1'-1,'4082_1'-1,'3451_1'-1,'1935_1'-1,'1486_1'-1]
act_au23_88-7,['5894_1'-1,'4957_1'-1,'1597_1'-1,'3191_1'-1,'1915_1'-1]
act_au20_58-10,['1901_1'-1,'5659_1'-1,'4968_1'-1,'4081_1'-1,'1558_1'-1,'1933_1'-1,'1563_1'-1,'1297_1'-1]
act_au23_89-7,['3190_1'-1,'1914_1'-1]
act_au23_90-7,['4955_1'-1,'4300_1'-1,'3239_1'-1,'1911_1'-1]
act_au20_59-10,['6667_1'-1,'1901_1'-1,'2612_1'-1,'3450_1'-1,'1930_1'-1,'1484_1'-1,'1296_1'-1]
act_au23_91-7,['4948_1'-1,'4299_1'-1,'2262_1'-1]
act_au20_60-10,['6147_1'-1,'5657_1'-1,'3503_1'-1,'1482_1'-1,'1295_1'-1]
act_au23_92-6,['6665_1'-1,'5891_1'-1,'4044_1'-1,'3189_1'-1]
act_au23_93-6,['2592_1'-1,'3230_1'-1,'4296_1'-1,'3197_1'-1]
act_au20_61-9,['6146_1'-1,'5655_1'-1,'1930_1'-1,'1926_1'-1,'1618_1'-1,'1563_1'-1,'1294_1'-1]
act_au23_94-6,['5888_1'-1,'4294_1'-1,'4036_1'-1,'3188_1'-1]
act_au23_95-6,['5885_1'-1,'4291_1'-1,'4034_1'-1,'3187_1'-1]
act_au10_89-8,['4536_1'-1]
act_au10_90-7,['223_1'-1,'4534_1'-1]
act_au10_91-7,['5555_1'-1,'4533_1'-1]
act_au10_92-7,['5554_1'-1,'4531_1'-1,'3365_1'-1]
act_au10_93-7,['2721_1'-1,'4527_1'-1,'3362_1'-1,'1937_1'-1]
act_au10_94-7,['6794_1'-1,'5550_1'-1,'4523_1'-1,'3359_1'-1,'1937_1'-1]
act_au10_95-7,['6792_1'-1,'5547_1'-1,'1934_1'-1]
act_au10_96-7,['2270_1'-1,'4518_1'-1]
act_au10_97-7,['211_1'-1]
act_au10_98-7,['6299_1'-1]
act_au10_99-6,['6297_1'-1,'897_1'-1,'760_1'-1]
act_au10_100-6,['6789_1'-1,'6296_1'-1,'6088_1'-1,'897_1'-1,'1651_1'-1]
act_au10_101-6,['6086_1'-1]
act_au10_102-6,['6086_1'-1,'1913_1'-1]
act_au10_103-6,['6290_1'-1,'6086_1'-1,'1910_1'-1]
act_au10_104-6,['6289_1'-1,'6082_1'-1,'1908_1'-1]
act_au10_105-6,['2706_1'-1,'6288_1'-1,'1651_1'-1,'1908_1'-1]
act_au43_23-6,['6971_1'-1,'6029_1'-1,'2891_1'-1]
act_au43_24-6,['6970_1'-1,'5791_1'-1,'2708_1'-1,'2919_1'-1]
act_au43_25-6,['6969_1'-1,'2932_1'-1]
act_au43_26-4,['6968_1'-1,'6459_1'-1,'2886_1'-1]
act_au43_27-4,['6967_1'-1,'6458_1'-1,'2885_1'-1]
act_au43_28-4,['6966_1'-1,'2884_1'-1]
act_au43_29-4,['5791_1'-1,'2905_1'-2]
act_au43_30-4,['6964_1'-1]
act_au43_31-4,['6963_1'-1,'6450_1'-1]
act_au43_32-4,['2220_1'-1]
act_au43_33-4,['6962_1'-1]
act_au43_34-4,['6961_1'-1,'6433_1'-1]
act_au43_35-3,['6960_1'-1]
act_au43_36-3,['6958_1'-1,'2905_1'-1]
act_au43_37-3,['6957_1'-1,'6010_1'-1]
act_au43_38-3,['5791_1'-1,'6008_1'-1]
act_au43_39-3,['6955_1'-1,'6007_1'-1]
act_au43_40-3,['5791_1'-1,'6006_1'-1,'2859_1'-1]
act_au43_41-3,['6954_1'-1,'6005_1'-1,'2858_1'-1]
act_au43_42-3,['6953_1'-1,'6004_1'-1,'2856_1'-1]
act_au43_43-3,['6952_1'-1,'6003_1'-1]
act_au43_44-3,['6951_1'-1,'6002_1'-1]
act_au43_45-3,['6950_1'-1,'6000_1'-1,'2846_1'-1]
act_au43_46-3,['6949_1'-1,'2905_1'-1]
act_au43_47-3,['6968_1'-1,'5998_1'-1]
act_au43_48-3,['6948_1'-1,'5996_1'-1,'2829_1'-1]
act_au43_49-3,['3288_1'-1,'5995_1'-1,'2821_1'-1]
act_au43_50-3,['6947_1'-1,'5993_1'-1]
act_au43_51-3,['6945_1'-1,'2905_1'-1]
act_au43_52-3,['6944_1'-1,'2905_1'-1]
act_au43_53-3,['6968_1'-1,'5990_1'-1,'2790_1'-1]
act_au43_54-3,['6942_1'-1,'2905_1'-1,'2788_1'-1]
act_au43_55-3,['6941_1'-1,'5988_1'-1,'2932_1'-1]
act_au43_56-3,['6940_1'-1,'2784_1'-1]
act_au43_57-3,['6939_1'-1,'2783_1'-1]
act_au43_58-3,['6938_1'-1,'2773_1'-1]
act_au43_59-3,['2769_1'-1]
act_au43_60-3,['2768_1'-1]
act_au43_61-3,[]
act_au43_62-3,[]
act_au43_63-3,['3288_1'-1]
act_au43_64-3,[]
act_au43_65-3,['6919_1'-1,'5974_1'-1]
act_au43_66-3,['6918_1'-1,'5973_1'-1,'2932_1'-1]
act_au43_67-2,['6916_1'-1,'5972_1'-1]
act_au43_68-2,['6915_1'-1,'5970_1'-1]
act_au43_69-2,['6953_1'-1,'5988_1'-1]
act_au43_70-2,['6914_1'-1,'5969_1'-1]
act_au43_71-2,['6912_1'-1,'5967_1'-1]
act_au43_72-2,['6911_1'-1,'5965_1'-1]
act_au43_73-2,['6910_1'-1,'5967_1'-1]
act_au43_74-2,['6909_1'-1,'5962_1'-1]
act_au24_114-28,['3288_1'-1,'6665_1'-1,'6290_1'-1,'5138_1'-1,'4990_1'-1,'4163_1'-1,'2402_1'-1,'3706_1'-1,'3567_1'-1,'3346_1'-1,'2772_1'-1,'2570_1'-1,'2146_1'-1,'1417_1'-1]
act_au43_75-2,['3288_1'-1,'5961_1'-1]
act_au24_115-28,['6908_1'-1,'6289_1'-1,'5137_1'-1,'4300_1'-1,'1720_1'-1,'2150_1'-1,'2771_1'-1,'1839_1'-1]
act_au43_76-2,['6908_1'-1,'5960_1'-1]
act_au24_116-27,['6907_1'-1,'6288_1'-1,'1738_1'-1,'4987_1'-1,'3734_1'-1,'4299_1'-1,'4055_1'-1,'3829_1'-1,'3785_1'-1,'3344_1'-1,'1840_1'-1,'1506_1'-1]
act_au43_77-2,['6907_1'-1,'5959_1'-1]
act_au24_117-27,['6906_1'-1,'6664_1'-1,'6294_1'-1,'5136_1'-1,'4986_1'-1,'4747_1'-1,'4298_1'-1,'2501_1'-1,'3888_1'-1,'3828_1'-1,'3702_1'-1,'2437_1'-1,'2768_1'-1,'2146_1'-1,'1411_1'-1]
act_au43_78-2,['6906_1'-1,'5957_1'-1]
act_au24_118-27,['6905_1'-1,'1809_1'-1,'6286_1'-1,'5134_1'-1,'4984_1'-1,'3620_1'-1,'4619_1'-1,'2519_1'-1,'3887_1'-1,'3285_1'-1,'2402_1'-1,'555_1'-1,'2767_1'-1,'2146_1'-1,'1517_1'-1]
act_au43_79-2,['6905_1'-1,'5956_1'-1]
act_au24_119-26,['6904_1'-1,'6285_1'-1,'4744_1'-1,'4514_1'-1,'276_1'-1,'3886_1'-1,'2150_1'-1,'3701_1'-1,'3561_1'-1,'3338_1'-1,'555_1'-1,'2765_1'-1,'2146_1'-1,'26_1'-1,'1409_1'-1]
act_au43_80-2,['5954_1'-1]
act_au24_120-26,['2402_1'-1,'6284_1'-1,'4742_1'-1,'3700_1'-1,'3560_1'-1,'3206_1'-1,'1839_1'-1,'1408_1'-1]
act_au43_81-2,[]
act_au24_121-26,['652_1'-1,'6283_1'-1,'5132_1'-1,'4980_1'-1,'195_1'-1,'3884_1'-1,'3827_1'-1,'3698_1'-1,'3559_1'-1,'3333_1'-1,'3205_1'-1,'2566_1'-1,'1832_1'-1,'1407_1'-1]
act_au43_82-2,['5953_1'-1]
act_au24_122-25,['6902_1'-1,'6281_1'-1,'5131_1'-1,'4979_1'-1,'2519_1'-1,'4050_1'-1,'3883_1'-1,'3826_1'-1,'3557_1'-1,'3333_1'-1,'3204_1'-1,'2565_1'-1,'2126_1'-1,'1899_1'-1,'1406_1'-1]
act_au43_83-2,['561_1'-1]
act_au24_123-25,['652_1'-2,'6280_1'-1,'6081_1'-1,'5130_1'-1,'4977_1'-1,'4509_1'-1,'4293_1'-1,'3882_1'-1,'3556_1'-1,'1864_1'-1,'2564_1'-1,'2125_1'-1,'1689_1'-1,'1594_1'-1,'1553_1'-1]
act_au43_84-2,[]
act_au24_124-25,['652_1'-1,'276_1'-1,'6079_1'-1,'5904_1'-1,'4976_1'-1,'4739_1'-1,'4292_1'-1,'3881_1'-1,'2402_1'-1,'3555_1'-1,'2563_1'-1,'2124_1'-1,'1587_1'-1,'1593_1'-1,'1506_1'-1]
act_au43_85-2,[]
act_au24_125-24,['6900_1'-1,'6377_1'-1,'6077_1'-1,'4974_1'-1,'4506_1'-1,'4291_1'-1,'3880_1'-1,'3862_1'-1,'3554_1'-1,'1832_1'-1,'2123_1'-1,'1896_1'-1,'1402_1'-1]
act_au43_86-2,[]
act_au24_126-24,['6999_1'-1,'5152_1'-1,'4972_1'-1,'4737_1'-1,'4290_1'-1,'3879_1'-1,'3823_1'-1,'3553_1'-1,'3202_1'-1,'555_1'-1,'2562_1'-1,'2146_1'-1,'1895_1'-1,'1702_1'-1,'1401_1'-1]
act_au43_87-2,[]
act_au24_127-23,['2402_1'-2,'2177_1'-1,'2564_1'-1,'555_1'-2,'3878_1'-1,'3822_1'-1,'3552_1'-1,'1839_1'-1,'1679_1'-1,'1399_1'-1]
act_au43_88-2,[]
act_au24_128-23,['652_1'-1,'5125_1'-1,'4968_1'-1,'1639_1'-1,'3551_1'-1,'3201_1'-1,'1840_1'-1,'1591_1'-1,'1397_1'-1]
act_au43_89-2,[]
act_au24_129-23,['6897_1'-1,'276_1'-1,'2402_1'-1,'4966_1'-1,'4736_1'-1,'3876_1'-1,'3821_1'-1,'53_1'-1,'3199_1'-1,'2566_1'-1,'2145_1'-1,'1679_1'-1,'1451_1'-1]
act_au43_90-2,[]
act_au24_130-23,['6896_1'-1,'5894_1'-1,'4720_1'-1,'4965_1'-1,'4735_1'-1,'3923_1'-1,'3781_1'-1,'3198_1'-1,'2589_1'-1,'2122_1'-1,'1395_1'-1]
act_au43_91-2,[]
act_au24_131-23,['2150_1'-1,'6272_1'-1,'5893_1'-1,'2410_1'-1,'4734_1'-1,'3230_1'-2,'3546_1'-1,'26_1'-1,'1841_1'-1,'2121_1'-1,'1886_1'-1,'1589_1'-1,'1394_1'-1]
act_au24_132-23,['6894_1'-1,'2052_1'-1,'226_1'-1,'5122_1'-1,'3874_1'-1,'3820_1'-1,'3323_1'-1,'3197_1'-1,'2747_1'-1,'2665_1'-1,'2590_1'-1,'2137_1'-1,'1587_1'-1,'1393_1'-1]
act_au43_92-2,['6894_1'-1]
act_au24_133-23,['6893_1'-1,'6067_1'-1,'4960_1'-1,'4732_1'-1,'4497_1'-1,'3873_1'-1,'3818_1'-1,'3321_1'-1,'3196_1'-1,'2559_1'-1,'2149_1'-1,'1391_1'-1]
act_au43_93-2,['6893_1'-1]
act_au24_134-23,['6892_1'-1,'5120_1'-1,'4730_1'-1,'3871_1'-1,'3817_1'-1,'3195_1'-1,'2120_1'-1,'1587_1'-1,'1389_1'-1,'26_1'-1]
act_au43_94-2,[]
act_au24_135-22,['6891_1'-1,'5891_1'-1,'5118_1'-1,'4958_1'-1,'4619_1'-1,'2402_1'-1,'739_1'-1,'3194_1'-1,'61_1'-1,'555_1'-1,'2161_1'-1,'1388_1'-1]
act_au24_136-20,['6890_1'-1,'2682_1'-1,'6065_1'-1,'2911_1'-1,'5117_1'-1,'4957_1'-1,'4726_1'-1,'4493_1'-1,'1580_1'-1,'2402_1'-1,'1720_1'-2,'3193_1'-1,'2162_1'-1,'1584_1'-1,'1443_1'-1]
act_au43_95-2,['6890_1'-1]
act_au24_137-19,['6889_1'-1,'2682_1'-1,'226_1'-1,'2150_1'-1,'4725_1'-1,'3295_1'-1,'3542_1'-1,'3192_1'-1,'2119_1'-1,'1720_1'-1,'1583_1'-1,'1387_1'-1]
act_au43_96-2,['6889_1'-1]
act_au24_138-19,['6888_1'-1,'6263_1'-1,'226_1'-1,'3230_1'-1,'404_1'-1,'4491_1'-1,'3297_1'-1,'276_1'-1,'3191_1'-1,'2118_1'-1,'1720_1'-1,'1386_1'-1]
act_au43_97-2,['6888_1'-1]
act_au24_139-19,['6887_1'-1,'226_1'-1,'5888_1'-1,'4956_1'-1,'4722_1'-1,'4619_1'-1,'3816_1'-1,'3541_1'-1,'3190_1'-1,'2117_1'-1,'1549_1'-1]
act_au43_98-2,['6887_1'-1]
act_au24_140-17,['6886_1'-1,'2524_1'-1,'4720_1'-1,'4489_1'-1,'3295_1'-1,'3239_1'-1,'2116_1'-1,'1867_1'-1,'1580_1'-1]
act_au43_99-2,['6886_1'-1]
act_au24_141-16,['6885_1'-1,'3557_1'-1,'5885_1'-1,'4464_1'-1,'3299_1'-1,'2262_1'-1,'2115_1'-1,'1382_1'-1]
act_au43_100-2,[]
act_au24_142-16,['6999_1'-1,'2155_1'-1,'3818_1'-1,'4953_1'-1,'4719_1'-1,'4487_1'-1,'4028_1'-1,'3256_1'-1,'3189_1'-1,'2114_1'-1,'1864_1'-1,'1746_1'-1,'1517_1'-1]
act_au43_101-2,[]
act_au24_143-15,['6883_1'-1,'276_1'-1,'5883_1'-1,'4952_1'-1,'4617_1'-1,'1702_1'-1,'2701_1'-1,'3197_1'-1,'2163_1'-1,'1861_1'-1,'1380_1'-1]
act_au43_102-2,[]
act_au24_144-15,['2872_1'-1,'6258_1'-1,'5882_1'-1,'195_1'-1,'4483_1'-1,'3924_1'-1,'1832_1'-1,'2146_1'-1,'1858_1'-1]
act_au24_145-13,['3288_1'-1,'2155_1'-1,'4714_1'-1,'3815_1'-1,'2146_1'-1,'1858_1'-1,'1817_1'-1,'1574_1'-1,'7_1'-1]
act_au43_103-2,['3288_1'-1]
act_au24_146-12,['6918_1'-1,'5881_1'-1,'4948_1'-1,'3852_1'-1,'4027_1'-1,'3814_1'-1,'1839_1'-1,'1855_1'-1,'1573_1'-1]
act_au43_104-2,['6918_1'-1]
act_au24_147-10,['6881_1'-1,'2872_1'-1,'4026_1'-1,'3813_1'-1,'1840_1'-1,'1720_1'-1,'652_1'-1]
act_au43_105-2,['6881_1'-1]
act_au24_148-8,['6880_1'-1,'3812_1'-1,'2149_1'-1]
act_au43_106-2,['6880_1'-1]
act_au24_149-8,['6879_1'-1,'2113_1'-1,'1848_1'-1]
act_au43_107-2,['6879_1'-1]
act_au24_150-8,['6878_1'-1,'2161_1'-1,'1979_1'-1,'1568_1'-1]
act_au43_108-2,['6878_1'-1]
act_au01_2-18,['7006_1'-1,'6868_1'-1,'5259_1'-1,'390_1'-1,'3071_1'-1,'1197_1'-1,'576_1'-1]
act_au01_3-17,['7004_1'-1,'6866_1'-1,'6730_1'-1,'5258_1'-1,'4696_1'-1,'3053_1'-1,'575_1'-1]
act_au01_4-15,['7180_1'-1,'6696_1'-1,'6481_1'-1,'5769_1'-1,'5231_1'-1,'4694_1'-1,'390_1'-1,'3051_1'-1,'531_1'-1]
act_au01_5-15,['7179_1'-1,'7024_1'-1,'6679_1'-1,'5767_1'-1,'1074_1'-1,'4655_1'-1,'3667_1'-1,'1173_1'-1,'528_1'-1]
act_au01_6-11,['7178_1'-1,'7001_1'-1,'6470_1'-1,'5681_1'-1]
act_au01_7-10,['7177_1'-1,'390_1'-1,'3266_1'-1,'1164_1'-1]
act_au01_8-10,['6465_1'-1,'390_1'-1,'3043_1'-1,'1162_1'-1]
act_au01_9-9,['390_1'-1,'5215_1'-1,'1126_1'-1]
act_au01_10-9,['6995_1'-1,'6461_1'-1,'4010_1'-1,'3018_1'-1,'520_1'-1]
act_au01_11-9,['6993_1'-1,'6459_1'-1,'5212_1'-1,'4009_1'-1,'3016_1'-1,'390_1'-1]
act_au01_12-8,['3014_1'-1,'1076_1'-1,'516_1'-1]
act_au01_13-8,['5198_1'-1,'6989_1'-1,'1074_1'-1]
act_au01_14-8,['6988_1'-1,'1068_1'-1,'511_1'-1]
act_au01_15-8,['7161_1'-1,'6986_1'-1,'3992_1'-1,'510_1'-1]
act_au01_16-8,['6985_1'-1,'5198_1'-1,'3991_1'-1,'3016_1'-1,'1055_1'-1,'509_1'-1]
act_au01_17-8,['6982_1'-1,'2996_1'-1,'1052_1'-1]
act_au01_18-8,['7154_1'-1,'6981_1'-1,'3988_1'-1,'2993_1'-1,'1039_1'-1,'505_1'-1]
act_au01_19-8,['7154_1'-1,'6980_1'-1,'3985_1'-1,'505_1'-2]
act_au01_20-8,['6979_1'-1,'3981_1'-1,'3629_1'-1,'2978_1'-1,'501_1'-1]
act_au01_21-8,['390_1'-1,'3981_1'-1,'1028_1'-1,'500_1'-1]
act_au01_22-8,['7152_1'-1,'5187_1'-1,'3978_1'-1,'499_1'-1]
